Escola,Código INEP,UF,Município,Localização,Endereço,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude
IFCE - CAMPUS UMIRIM,23245107,CE,Umirim,Urbana,"FAZENDA FLORESTA, S/N FLORESTA. 62660-000 Umirim - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",                              ,                              
IFCE - CAMPUS UBAJARA,23245115,CE,Ubajara,Urbana,"RUA LUIZ CUNHA, 178 MONTE CASTELO. 62350-000 Ubajara - CE.",Até 50 matrículas de escolarização,Educação Profissional,-3.844558,-40.91746
IFCE - CAMPUS TABULEIRO DO NORTE,23245123,CE,Tabuleiro do Norte,Urbana,"RAIMUNDO NORONHA CHAVES, 85 JOSE ROSENDO FREIRE. 62960-000 Tabuleiro do Norte - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.23743965,-38.1452535
IFCE - CAMPUS MORADA NOVA,23245131,CE,Morada Nova,Urbana,"AVENIDA PREFEITO RAIMUNDO JOSE RABELO, 2717 JULIA SANTIAGO. 62940-000 Morada Nova - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-5.09051577,-38.36547799
IFCE - CAMPUS CAMOCIM,23251689,CE,Camocim,Urbana,"RUA DOUTOR RAIMUNDO CALS, 2041 CIDADE COM DEUS. 62400-000 Camocim - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-2.898216667,-40.86028167
IFCE - CAMPUS ITAPIPOCA,23259434,CE,Itapipoca,Urbana,"AVENIDA DA UNIVERSIDADE, 102 MADALENAS. 62505-090 Itapipoca - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.48909742,-39.56966581
IFCE - CAMPUS JAGUARUANA,23259442,CE,Jaguaruana,Urbana,"AV. ANTONIO DA ROCHA FREITAS, 1566 CENTRO. 62823-970 Jaguaruana - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-4.83749164,-37.7864326
IFCE - CAMPUS PECEM,23259450,CE,São Gonçalo do Amarante,Urbana,"RODOVIA CE 422, S/N KM 4. 62674-000 São Gonçalo do Amarante - CE.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,                              ,                              
IFCE - CAMPUS GUARAMIRANGA,23259477,CE,Guaramiranga,Urbana,"SITIO GUARAMIRANGA, S/N CENTRO. 62766-000 Guaramiranga - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-4.266927,-38.9319155
IFCE - CAMPUS BOA VIAGEM,23265310,CE,Boa Viagem,Urbana,"BR 020 KM 209, SN ANAFUE. 63870-000 Boa Viagem - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.083004997,-39.70670572
IFCE - CAMPUS HORIZONTE,23265329,CE,Horizonte,Urbana,"RUA FRANCISCA CECILIA DE SOUSA, S/N PLANALTO HORIZONTE. 62884-105 Horizonte - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-4.113876047,-38.48065504
IFCE - CAMPUS PARACURU,23265345,CE,Paracuru,Urbana,"RODOVIA CE-341, KM 01 PARQUE NOVO PARACURU. 62680-000 Paracuru - CE.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-3.44481503,-39.04363931
IFCE - CAMPUS ACOPIARA,23272937,CE,Acopiara,Urbana,"ROD. CE 060, KM 332, S/N VILA MARTINS. 63560-000 Acopiara - CE.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-6.066310932,-39.47446126
IFCE - CAMPUS MARANGUAPE,23272945,CE,Maranguape,Urbana,"AVENIDA JOAQUIM LOPES DE ABREU, RODOVIA CE - 065. NOVO PARQUE IRACEMA. 61949-210 Maranguape - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.916774415,-38.68400859
IFCE - CAMPUS MOMBACA,23281111,CE,Mombaça,Urbana,"SITIO SAO FRANCISCO, CE 363, RECREACAO. 63610-000 Mombaça - CE.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,                              ,                              
IFCE - CAMPUS MARACANAU,23414634,CE,Maracanaú,Urbana,"AVENIDA VICE-PRESIDENTE JOSE ALENCAR, S/N JEREISSATI I. 61939-140 Maracanaú - CE.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.872731836,-38.61104728
IFCE - CAMPUS LIMOEIRO DO NORTE,23533986,CE,Limoeiro do Norte,Urbana,"RUA ESTEVAM REMIGIO, 1145 CENTRO. 62930-000 Limoeiro do Norte - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.14555588,-38.09371603
IFCE - CAMPUS CANINDE,23564172,CE,Canindé,Rural,"RODOVIA BR 020, KM 303, S/N JUBAIA. 62700-000 Canindé - CE.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-4.3905464,-39.3127008
IFCE - CAMPUS CRATEUS,23564229,CE,Crateús,Urbana,"AVENIDA DOUTOR GERALDO BARBOSA MARQUES, 567 VENANCIOS. 63708-260 Crateús - CE.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.171296676,-40.65821959
IFB - CAMPUS PLANALTINA,53006178,DF,Brasília,Rural,"GRANDE USUARIO RODOVIA DF-128 KM 21, SN AREA RURAL. SETOR RESIDENCIAL MESTRE DARMAS PLANALTINA. 73380-900 Brasília - DF.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.65656655,-47.694643
IFB - CAMPUS BRASILIA,53015215,DF,Brasília,Urbana,"QUADRA SGAN 610, MODULO D,E,F,G. ASA NORTE. 70830-450 Brasília - DF.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.7532722,-47.878495
IFB - CAMPUS TAGUATINGA,53015223,DF,Brasília,Urbana,"QUADRA QNM 40 AREA ESPECIAL 1, TAGUATINGA NORTE TAGUATINGA. 72146-050 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFB - CAMPUS SAMAMBAIA,53015231,DF,Brasília,Urbana,"RODOVIA DF-460 CAMPUS IFB LOTE 02, SAMAMBAIA SUL SAMAMBAIA. 72304-300 Brasília - DF.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.86270009,-48.05370314
IFB - CAMPUS GAMA,53015240,DF,Brasília,Urbana,"RODOVIA DF-480 SMA LOTE 1, GAMA. 72429-005 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.99322467,-48.0531593
IFB - CAMPUS RIACHO FUNDO,53015380,DF,Brasília,Urbana,"AV. CEDRO AE 15 QS 16, AE 15 RIACHO FUNDO I. 71825-600 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.88157238,-48.00915479
IFB - CAMPUS SAO SEBASTIAO,53015401,DF,Brasília,Urbana,"QUADRA 02 CONJUNTO 13, AREA ESPECIAL 07. SAO BARTOLOMEU SAO SEBASTIAO. 71697-040 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.89167999,-47.78033946
IFB - CAMPUS CEILANDIA,53016645,DF,Brasília,Urbana,"QUADRA QNN 26 AE, S/N ENTRE UNB E METRO. CEILANDIA SUL CEILANDIA. 72220-260 Brasília - DF.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.84295,-48.09866
IFB - CAMPUS ESTRUTURAL,53016653,DF,Brasília,Urbana,"SCIA AREA ESPECIAL 01 QUADRA 16, CIDADE DO AUTOMOVEL. SCIA - ESTRUTURAL. 71250-000 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.79326484,-47.9691306
IFB - CAMPUS RECANTO DAS EMAS,53017668,DF,Brasília,Rural,"QUADRA 300, NUCLEO RURAL, AVENIDA MONJOLO, 22 CHACARA. RECANTO DAS EMAS. 72620-100 Brasília - DF.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-15.91238016,-48.07721786
IFES - CAMPUS COLATINA,32010800,ES,Colatina,Urbana,"AVENIDA ARINO GOMES LEAL, 1700 SANTA MARGARIDA. 29700-558 Colatina - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.52059,-40.61423667
IFES - CAMPUS ITAPINA,32012152,ES,Colatina,Rural,"BR 259 KM 70, S/N CAIXA POSTAL 256. ZONA RURAL. 29717-000 Colatina - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.49802054,-40.76094652
IFES - CAMPUS SANTA TERESA,32033486,ES,Santa Teresa,Rural,"RODOVIA ES 080 - KM 93, SAO JOAO DE PETROPOLIS. 29660-000 Santa Teresa - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.80493891,-40.67649577
IFES - CAMPUS VITORIA,32041209,ES,Vitória,Urbana,"AVENIDA VITORIA, 1729 JUCUTUQUARA. 29040-780 Vitória - ES.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-20.31103233,-40.31901745
IFES - CAMPUS DE ALEGRE,32046219,ES,Alegre,Urbana,"RODOVIA BR 482 CACHOEIRO / ALEGRE KM 47, RIVE. 29520-000 Alegre - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.75603033,-41.45092384
IFES - CAMPUS SERRA,32075979,ES,Serra,Urbana,"AVENIDA DOS SABIAS, 330 MORADA DE LARANJEIRAS. 29166-630 Serra - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.1977741,-40.217578
IFES - CAMPUS PIUMA,32078480,ES,Piúma,Urbana,"RUA AUGUSTO COSTA DE OLIVEIRA, 660 PRAIA DOCE. 29285-000 Piúma - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.8401097,-40.7242729
IFES - CAMPUS VILA VELHA,32078498,ES,Vila Velha,Urbana,"AVENIDA MINISTRO SALGADO FILHO, 1000 SOTECO. 29106-010 Vila Velha - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.34841,-40.30898
IFES - CAMPUS IBATIBA,32078501,ES,Ibatiba,Urbana,"AVENIDA 7 DE NOVEMBRO, 40 IFES. CENTRO. 29395-000 Ibatiba - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.23624,-41508
IFES - CAMPUS CACHOEIRO DE ITAPEMIRIM,32079583,ES,Cachoeiro de Itapemirim,Rural,"ROD. ENGENHEIRO FABIANO VIVACQUA, 1568 CAIXA POSTAL 727. MORRO GRANDE. 29311-970 Cachoeiro de Itapemirim - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.80326036,-41.15511721
IFES - CAMPUS SAO MATEUS,32079605,ES,São Mateus,Urbana,"RODOVIA GOVERNADOR MARIO COVAS, KM 58. LITORANEO. 29932-540 São Mateus - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.67799766,-39.86086884
IFES - CAMPUS CARIACICA,32080824,ES,Cariacica,Urbana,"RODOVIA GOVERNADOR JOSE HENRIQUE SETTE, 184 ITACIBA. 29150-410 Cariacica - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.3240363,-40.3716152
IFES - CAMPUS MONTANHA,32080956,ES,Montanha,Urbana,"RODOVIA ES-130, SEM NUMERO MONTANHA-VINHATICO. PALHINHA. 29890-000 Montanha - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.128975,-40.35171833
IFES - CAMPUS BARRA DE SAO FRANCISCO,32081332,ES,Barra de São Francisco,Rural,"RODOVIA ES, 320 - KM 118 - ZONA RURAL - VALAO FUNDO BARRA DE SAO FRANCISCO - ES, ZONA RURAL. 29800-000 Barra de São Francisco - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.7540281,-40.8904215
IFES - CAMPUS CENTRO SERRANO,32081340,ES,Santa Maria de Jetibá,Rural,"ESTRADA GUILHERME JOAO FREDERICO KRUGER, S/N ZONA RURAL. CARAMURU. 29645-000 Santa Maria de Jetibá - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.1425476,-40.7235542
IFES - CAMPUS AVANCADO VIANA,32081804,ES,Viana,Urbana,"RODOVIA BR-262, S/N KM 12. UNIVERSAL. 29134-400 Viana - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.3638802,-40.443947
IFES - CEFOR,32081901,ES,Vitória,Urbana,"RUA BARAO DE MAUA, 30 JUCUTUQUARA. 29040-860 Vitória - ES.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-20.30831681,-40.32027483
IFES - CAMPUS NOVA VENECIA,32101856,ES,Nova Venécia,Urbana,"RODOVIA MIGUEL CURRY CARNEIRO, 799 SANTA LUZIA. 29830-000 Nova Venécia - ES.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.7136373,-40.3774471
IFES - CAMPUS ARACRUZ,32102003,ES,Aracruz,Urbana,"AVENIDA MOROBA, 248 PROX. A PREFEITURA. MOROBA. 29192-733 Aracruz - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.8240491,-40.2630099
IFES - CAMPUS LINHARES,32102070,ES,Linhares,Urbana,"AVENIDA FILOGONIO PEIXOTO, 2220 AVISO. 29901-291 Linhares - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.4078852,-40.0441325
IFES - CAMPUS VENDA NOVA DO IMIGRANTE,32115032,ES,Venda Nova do Imigrante,Urbana,"AV. ELIZABETH MINETE PERIM, 500 SAO RAFAEL. 29375-000 Venda Nova do Imigrante - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.3260303,-41.127481
IFES - CAMPUS GUARAPARI,32130007,ES,Guarapari,Urbana,"ALAMEDA ALAMEDA FRANCISCO VIEIRA SIMOES, 720 CAMPUS GUARAPARI. AEROPORTO. 29216-795 Guarapari - ES.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.6470932,-40.4957723
IFG - CAMPUS GOIANIA,52037045,GO,Goiânia,Urbana,"RUA 75, 46 SETOR CENTRAL. 74055-110 Goiânia - GO.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.66602064,-49.25508369
IFG - CAMPUS JATAI,52053245,GO,Jataí,Urbana,"AV. PRESIDENTE JUSCELINO KUBISTSCHEK, 775 RESIDENCIAL FLAMBOYANT. 75804-714 Jataí - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-17.87192663,-51.7346893
IFGOIANO - CAMPUS RIO VERDE,52054284,GO,Rio Verde,Rural,"RODOVIA SUL GOIANA, KM 01, ZONA RURAL, 75901-970 Rio Verde - GO.",Entre 501 e 1000 matrículas de escolarização,Educação Profissional,-17.80297,-50.90612
IFGOIANO - CAMPUS URUTAI,52063909,GO,Urutaí,Rural,"RODOVIA GERALDO SILVA NASCIMENTO, KM 25, 75790-000 Urutaí - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.48569513,-48.21257838
IFGOIANO - CAMPUS CERES,52070913,GO,Ceres,Rural,"RODOVIA GO154, KM 03, 76300-000 Ceres - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.3515555,-49.5961304
IFGOIANO - CAMPUS MORRINHOS,52071979,GO,Morrinhos,Rural,"RODOVIA BR153, KM 633, ZONA RURAL, 75650-000 Morrinhos - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.81307,-49.20396
IFG - CAMPUS FORMOSA,52095924,GO,Formosa,Urbana,"RUA 64, S/N ESQ. C/ RUA11. SETOR EXPANSAO PARQUE LAGO. 73813-816 Formosa - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.56246782,-47.32769352
IFG - CAMPUS ANAPOLIS,52096009,GO,Anápolis,Urbana,"AVENIDA PEDRO LUDOVICO, S/N -. RESIDENCIAL RENY CURY. 75131-457 Anápolis - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.37308581,-48.98111515
IFGOIANO - CAMPUS IPORA,52096408,GO,Iporá,Rural,"AV OESTE, PARQUE UNIAO, 76200-000 Iporá - GO.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.43166,-51.12917
IFG - CAMPUS LUZIANIA,52096483,GO,Luziânia,Urbana,"RUA SAO BARTOLOMEU, VILA ESPERANCA. 72811-580 Luziânia - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.24384,-47962
IFG - CAMPUS CIDADE DE GOIAS,52097226,GO,Goiás,Urbana,"RUA 2, S/N QD. 10, LT. 1 A 15. RESIDENCIAL BAUMAN. 76600-000 Goiás - GO.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.93584,-50.13964
IFG - CAMPUS APARECIDA DE GOIANIA,52097234,GO,Aparecida de Goiânia,Urbana,"AV. UNIVERSITARIA VEREADOR VAGNER DA SILVA FERREIRA, S/N QUADRA 01, LOTE 01 A. PARQUE ITATIAIA. 74968-755 Aparecida de Goiânia - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.81698646,-49.27148776
IFG - CAMPUS AGUAS LINDAS DE GOIAS,52099385,GO,Águas Lindas de Goiás,Urbana,"RUA VINTE E UM AREA ESPECIAL 4, JARDIM QUERENCIA. 72910-733 Águas Lindas de Goiás - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFG - CAMPUS GOIANIA OESTE,52099393,GO,Goiânia,Urbana,"RUA F17, QD500 - QUINHAO 1. RESIDENCIAL FLORIDA. 74371-219 Goiânia - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFG - CAMPUS SENADOR CANEDO,52099830,GO,Senador Canedo,Urbana,"RODOVIA GO-403, KM 7, S/N QUINHAO 12-E. NAO TEM. 75264-899 Senador Canedo - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFG - CAMPUS VALPARAISO DE GOIAS,52099849,GO,Valparaíso de Goiás,Urbana,"AVENIDA SAIA VELHA, AREA 8, BR-040, KM 6. PARQUE ESPLANADA V. 72876-601 Valparaíso de Goiás - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFGOIANO - CAMPUS CAMPOS BELOS,52100871,GO,Campos Belos,Urbana,"RODOVIA GO118 QD 1A LT 1 CAIXA POSTAL, 73840-000 Campos Belos - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-13.05176779,-46.75285583
IF GOIANO - CAMPUS AVANCADO CATALAO,52100880,GO,Catalão,Urbana,"RUA ADEMAR FERRUGEM, 840 SANTO ANTONIO. 75701-655 Catalão - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.17223287,-47.95298154
IFGOIANO - CAMPUS CRISTALINA,52100898,GO,Cristalina,Urbana,"RUA ARAGUAIA, LOTEAMENTO 71, 73850-000 Cristalina - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.77139,-47.61842
IFGOIANO - CAMPUS HIDROLANDIA,52100901,GO,Hidrolândia,Rural,"ESTRADA SAO BRAS KM 04 ZONA RURAL, 75340-000 Hidrolândia - GO.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.01561097,-49.20010491
IF GOIANO - CAMPUS AVANCADO IPAMERI,52100910,GO,Ipameri,Urbana,"AVENIDA VEREADOR JOSE BENEVENUTO FILHO, SN QUADRA 11. SETOR UNIVERSITARIO. 75780-000 Ipameri - GO.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.7088357,-48.1322259
IFGOIANO - CAMPUS POSSE,52100928,GO,Posse,Urbana,"GO 453 KM 2,5, FAZENDA VEREDA DO CANTO, CAIXA POSTAL 176. DISTRITO AGROINDUSTRIAL. 73902-434 Posse - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-14.10839633,-46.32763907
IFGOIANO - CAMPUS TRINDADE,52100936,GO,Trindade,Urbana,"AV WILTON MONTEIRO DA ROCHA, 75389-269 Trindade - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.67715232,-49.48505445
IFG - CAMPUS INHUMAS,52105202,GO,Inhumas,Urbana,"AVENIDA UNIVERSITARIA, QD UNICA. SETOR VALE DAS GOIABEIRAS. 75402-556 Inhumas - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.37184,-49.49915
IFG - CAMPUS URUACU,52188434,GO,Uruaçu,Urbana,"RUA FORMOSA, QUADRA 28 E 29. LOTEAMENTO SANTANA. 76400-000 Uruaçu - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-14.50947672,-49.14365544
IFG - CAMPUS ITUMBIARA,52202372,GO,Itumbiara,Urbana,"AVENIDA FURNAS, 55 VILA DE FURNAS. 75524-245 Itumbiara - GO.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-18.43504901,-49.21313811
UFMA - COLEGIO UNIVERSITARIO,21017484,MA,São Luís,Urbana,"AVENIDA DOS PORTUGUESES, 1966 VILA BACANGA. 65080-805 São Luís - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-2.55800513,-44.31119651
IFMA - CAMPUS SAO LUIS MARACANA,21017638,MA,São Luís,Rural,"AVENIDA DOS CURIOS, S/N VILA ESPERANCA. 65095-460 São Luís - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-2.608631,-44.26771
IFMA - CAMPUS IMPERATRIZ,21092362,MA,Imperatriz,Urbana,"AVENIDA NEWTON BELLO, S/N VILA MARIA. 65906-335 Imperatriz - MA.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.49144111,-47.49644289
IFMA - CAMPUS BARREIRINHAS,21197067,MA,Barreirinhas,Rural,"RODOVIA/MA 225 KM 4, POVOADO SANTA CRUZ. 65590-000 Barreirinhas - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-2.78902806,-42.84983717
IFMA - CAMPUS SAO RAIMUNDO DAS MANGABEIRAS,21197105,MA,São Raimundo das Mangabeiras,Rural,"BR 230, KM 319, SN ZONA RURAL. 65840-000 São Raimundo das Mangabeiras - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-7.037678249,-45.51736459
IFMA - CAMPUS TIMON,21198900,MA,Timon,Urbana,"AVENIDA LUIS FIRMINO DE SOUSA, 3907 MUTIRAO. 65635-468 Timon - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.111688,-42.85393
IFMA - CAMPUS BACABAL,21198969,MA,Bacabal,Urbana,"AVENIDA JOAO ALBERTO, SN PREDIO. AREAL. 65700-000 Bacabal - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.24084284,-44.81610017
IFMA - CAMPUS BARRA DO CORDA,21199108,MA,Barra do Corda,Urbana,"BR 226, KM 303, 00 PREDIO. VILA NENZIN. 65950-000 Barra do Corda - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-5.484186248,-45.27414984
IFMA - CAMPUS PINHEIRO,21199302,MA,Pinheiro,Urbana,"RODOVIA MA 006, SN ENSEADA. 65200-000 Pinheiro - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.540966027,-45.13338718
IFMA - CAMPUS CAXIAS,21199310,MA,Caxias,Rural,"UNIDADE OPERACIONAL RUA DESEMBARGADOR MORATO 487, SN CAIXA POSTAL 77. CENTRO. 65600-970 Caxias - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.82018311,-43.34331022
IFMA - CAMPUS SAO LUIS MONTE CASTELO,21199582,MA,São Luís,Urbana,"AVENIDA GETULIO VARGAS, 04 MONTE CASTELO. 65030-005 São Luís - MA.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.53595796,-44.27826606
IFMA - CAMPUS CODO,21206341,MA,Codó,Rural,"POVOADO PORAQUE, S/N ZONA RURAL. 65400-000 Codó - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.484127,-43.92766
IFMA - CAMPUS COELHO NETO,21278458,MA,Coelho Neto,Urbana,"AV. ANTONIO GUIMARAES, S/Nº MA-034. OLHO DAGUINHA. 65620-000 Coelho Neto - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.26842718,-43.02547715
IFMA - CAMPUS SAO JOSE DE RIBAMAR,21279764,MA,São José de Ribamar,Urbana,"KM 12 MA 201, SN PICARREIRA. 65110-000 São José de Ribamar - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",                              ,                              
IFMA - CAMPUS VIANA,21281637,MA,Viana,Rural,"RODOVIA MA 014 KM 48, S/N POVOADO SAO PEDRO. 65215-000 Viana - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.21147768,-44.99986613
IFMA - CAMPUS AVANCADO ROSARIO,21281645,MA,Rosário,Rural,"BR 402 KM 3, SN SAPUCAIA. 65150-000 Rosário - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.93701,-44.24920167
IFMA - CAMPUS GRAJAU,21281653,MA,Grajaú,Urbana,"BR 226, SN VILA NOVA. 65940-000 Grajaú - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.79606612,-46.10762127
IFMA - CAMPUS PEDREIRAS,21281661,MA,Pedreiras,Urbana,"RODOVIA MA-381 JOAO DO VALE, KM 0, S/N BAIRRO DO DIOGO. 65725-000 Pedreiras - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-4.58541053,-44.60967203
IFMA - CAMPUS AVANCADO PORTO FRANCO,21281785,MA,Porto Franco,Urbana,"RUA CUSTODIO BARBOSA, 09 CENTRO. 65970-000 Porto Franco - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-6.339863855,-47.40249317
